epoch,learning_rate,loss,mae,mape,rmse,val_loss,val_mae,val_mape,val_rmse
0,9.999999747378752e-05,273.4927673339844,16.191808700561523,114.03516387939453,16.505521774291992,244.7001190185547,15.408703804016113,107.65653228759766,15.609136581420898
1,9.999999747378752e-05,257.3555603027344,15.828635215759277,114.87440490722656,16.009462356567383,221.14736938476562,14.743250846862793,108.24589538574219,14.835644721984863
2,9.999999747378752e-05,243.26171875,15.397820472717285,112.17760467529297,15.563149452209473,213.6428985595703,14.486556053161621,108.2876205444336,14.580583572387695
3,9.999999747378752e-05,225.9821014404297,14.818970680236816,108.04280090332031,14.99776554107666,179.71810913085938,13.273641586303711,98.75444793701172,13.366732597351074
